"VT"	"116"	"415.0"	"No"	"No"	"0.0"	"129.4"	"84.0"	"22.0"	"157.3"	"89.0"	"13.37"	"215.5"	"502.20000000000005"	"77.0"	"250.0"	"9.7"	"13.3"	"3.0"	"3.59"	"0.0"	"False"	"VT"	"195.0"	"415.0"	"No"	"Yes"	"36.0"	"231.7"	"110.0"	"39.39"	"225.1"	"88.0"	"19.13"	"201.7"	"89.0"	"9.08"	"12.1"	"2.0"	"3.27"	"0.0"	"False"
"MS"	"111"	"415.0"	"No"	"Yes"	"36.0"	"96.8"	"123.0"	"16.46"	"170.6"	"105.0"	"14.5"	"166.0"	"433.4"	"85.0"	"313.0"	"7.47"	"13.4"	"4.0"	"3.62"	"2.0"	"False"	"MS"	"120.0"	"415.0"	"No"	"No"	"0.0"	"131.7"	"99.0"	"22.39"	"163.1"	"109.0"	"13.86"	"201.1"	"116.0"	"9.05"	"10.7"	"3.0"	"2.89"	"1.0"	"False"
"AL"	"49"	"415.0"	"No"	"Yes"	"28.0"	"214.4"	"78.0"	"36.45"	"235.2"	"100.0"	"19.99"	"206.2"	"655.8"	"107.0"	"285.0"	"9.28"	"8.0"	"13.0"	"2.16"	"3.0"	"False"	"AL"	"148.0"	"415.0"	"No"	"Yes"	"21.0"	"262.9"	"135.0"	"44.69"	"149.5"	"96.0"	"12.71"	"140.5"	"109.0"	"6.32"	"8.1"	"4.0"	"2.19"	"1.0"	"False"
"DE"	"85"	"510.0"	"No"	"No"	"0.0"	"211.5"	"100.0"	"35.96"	"184.6"	"88.0"	"15.69"	"164.3"	"560.4000000000001"	"131.0"	"319.0"	"7.39"	"13.3"	"4.0"	"3.59"	"2.0"	"False"	"DE"	"129.0"	"510.0"	"No"	"No"	"0.0"	"334.3"	"118.0"	"56.83"	"192.1"	"104.0"	"16.33"	"191.0"	"83.0"	"8.59"	"10.4"	"6.0"	"2.81"	"0.0"	"True"
"AZ"	"137"	"415.0"	"No"	"No"	"0.0"	"141.1"	"91.0"	"23.99"	"147.2"	"100.0"	"12.51"	"254.7"	"543.0"	"75.0"	"266.0"	"11.46"	"8.0"	"7.0"	"2.16"	"2.0"	"False"	"AZ"	"88.0"	"415.0"	"No"	"No"	"0.0"	"172.8"	"81.0"	"29.38"	"193.4"	"90.0"	"16.44"	"89.6"	"107.0"	"4.03"	"12.8"	"5.0"	"3.46"	"2.0"	"False"
"AL"	"90"	"415.0"	"No"	"No"	"0.0"	"214.9"	"97.0"	"36.53"	"117.8"	"117.0"	"10.01"	"133.7"	"466.4"	"78.0"	"292.0"	"6.02"	"11.8"	"2.0"	"3.19"	"2.0"	"False"	"AL"	"85.0"	"415.0"	"No"	"No"	"0.0"	"210.3"	"66.0"	"35.75"	"195.8"	"76.0"	"16.64"	"221.6"	"82.0"	"9.97"	"11.2"	"7.0"	"3.02"	"1.0"	"False"
"CO"	"107"	"415.0"	"No"	"No"	"0.0"	"167.3"	"100.0"	"28.44"	"163.9"	"79.0"	"13.93"	"185.9"	"517.1"	"100.0"	"279.0"	"8.37"	"6.7"	"5.0"	"1.81"	"2.0"	"False"	"CO"	"103.0"	"415.0"	"No"	"Yes"	"37.0"	"153.5"	"78.0"	"26.1"	"241.9"	"108.0"	"20.56"	"244.7"	"110.0"	"11.01"	"10.6"	"3.0"	"2.86"	"1.0"	"False"
"TX"	"130"	"415.0"	"No"	"No"	"0.0"	"120.5"	"127.0"	"20.49"	"189.7"	"52.0"	"16.12"	"270.1"	"580.3"	"107.0"	"286.0"	"12.15"	"14.3"	"2.0"	"3.86"	"1.0"	"False"	"TX"	"121.0"	"415.0"	"No"	"Yes"	"31.0"	"263.1"	"70.0"	"44.73"	"279.3"	"118.0"	"23.74"	"127.1"	"143.0"	"5.72"	"9.7"	"4.0"	"2.62"	"5.0"	"False"
"ID"	"119"	"415.0"	"No"	"No"	"0.0"	"230.4"	"117.0"	"39.17"	"225.0"	"101.0"	"19.13"	"198.5"	"653.9"	"111.0"	"329.0"	"8.93"	"7.6"	"6.0"	"2.05"	"3.0"	"False"	"ID"	"77.0"	"415.0"	"No"	"No"	"0.0"	"251.8"	"72.0"	"42.81"	"205.7"	"126.0"	"17.48"	"275.2"	"109.0"	"12.38"	"9.8"	"7.0"	"2.65"	"2.0"	"True"
"VT"	"48"	"510.0"	"No"	"No"	"0.0"	"188.4"	"63.0"	"32.03"	"165.9"	"89.0"	"14.1"	"205.7"	"560.0"	"71.0"	"223.0"	"9.26"	"13.2"	"2.0"	"3.56"	"1.0"	"False"	"VT"	"119.0"	"510.0"	"No"	"No"	"0.0"	"190.4"	"74.0"	"32.37"	"215.6"	"113.0"	"18.33"	"161.2"	"111.0"	"7.25"	"10.0"	"1.0"	"2.7"	"2.0"	"False"
"NM"	"111"	"415.0"	"No"	"No"	"0.0"	"132.6"	"125.0"	"22.54"	"221.1"	"67.0"	"18.79"	"127.9"	"481.6"	"101.0"	"293.0"	"5.76"	"12.7"	"2.0"	"3.43"	"4.0"	"True"	"NM"	"183.0"	"415.0"	"No"	"No"	"0.0"	"190.0"	"100.0"	"32.3"	"246.6"	"78.0"	"20.96"	"304.2"	"107.0"	"13.69"	"9.5"	"4.0"	"2.57"	"1.0"	"False"
"GA"	"76"	"408.0"	"No"	"No"	"0.0"	"203.6"	"61.0"	"34.61"	"161.7"	"127.0"	"13.74"	"175.9"	"541.1999999999999"	"97.0"	"285.0"	"7.92"	"8.4"	"3.0"	"2.27"	"0.0"	"False"	"GA"	"131.0"	"408.0"	"No"	"No"	"0.0"	"197.0"	"79.0"	"33.49"	"201.0"	"114.0"	"17.09"	"151.2"	"111.0"	"6.8"	"11.6"	"5.0"	"3.13"	"1.0"	"False"
"CT"	"115"	"415.0"	"No"	"No"	"0.0"	"245.0"	"97.0"	"41.65"	"250.7"	"75.0"	"21.31"	"270.2"	"765.9"	"124.0"	"296.0"	"12.16"	"13.7"	"8.0"	"3.7"	"1.0"	"True"	"CT"	"124.0"	"415.0"	"No"	"No"	"0.0"	"131.8"	"82.0"	"22.41"	"284.3"	"119.0"	"24.17"	"305.5"	"101.0"	"13.75"	"11.3"	"2.0"	"3.05"	"1.0"	"False"
"TX"	"82"	"415.0"	"No"	"No"	"0.0"	"189.2"	"81.0"	"32.16"	"184.4"	"117.0"	"15.67"	"255.8"	"629.4000000000001"	"83.0"	"281.0"	"11.51"	"10.6"	"5.0"	"2.86"	"3.0"	"True"	"TX"	"120.0"	"415.0"	"No"	"No"	"0.0"	"203.3"	"108.0"	"34.56"	"259.9"	"66.0"	"22.09"	"115.9"	"103.0"	"5.22"	"7.8"	"2.0"	"2.11"	"3.0"	"False"
"ME"	"149"	"415.0"	"No"	"Yes"	"18.0"	"148.5"	"106.0"	"25.25"	"114.5"	"106.0"	"9.73"	"178.3"	"441.3"	"98.0"	"310.0"	"8.02"	"6.5"	"4.0"	"1.76"	"0.0"	"False"	"ME"	"57.0"	"415.0"	"No"	"No"	"0.0"	"221.1"	"101.0"	"37.59"	"236.7"	"65.0"	"20.12"	"252.3"	"137.0"	"11.35"	"9.5"	"1.0"	"2.57"	"0.0"	"False"
"DC"	"74"	"415.0"	"No"	"No"	"0.0"	"85.7"	"83.0"	"14.57"	"247.7"	"67.0"	"21.05"	"142.4"	"475.79999999999995"	"85.0"	"235.0"	"6.41"	"10.1"	"5.0"	"2.73"	"2.0"	"False"	"DC"	"148.0"	"415.0"	"No"	"Yes"	"11.0"	"252.9"	"129.0"	"42.99"	"284.3"	"88.0"	"24.17"	"262.8"	"99.0"	"11.83"	"12.3"	"1.0"	"3.32"	"1.0"	"False"
"AL"	"122"	"415.0"	"No"	"No"	"0.0"	"232.5"	"96.0"	"39.53"	"205.5"	"120.0"	"17.47"	"213.7"	"651.7"	"91.0"	"307.0"	"9.62"	"11.9"	"2.0"	"3.21"	"0.0"	"False"	"AL"	"76.0"	"415.0"	"No"	"No"	"0.0"	"179.2"	"85.0"	"30.46"	"222.9"	"66.0"	"18.95"	"188.2"	"113.0"	"8.47"	"12.4"	"2.0"	"3.35"	"0.0"	"False"
"DE"	"71"	"415.0"	"No"	"No"	"0.0"	"197.9"	"108.0"	"33.64"	"181.5"	"109.0"	"15.43"	"281.4"	"660.8"	"56.0"	"273.0"	"12.66"	"6.7"	"5.0"	"1.81"	"3.0"	"False"	"DE"	"90.0"	"415.0"	"No"	"No"	"0.0"	"198.5"	"124.0"	"33.75"	"266.6"	"100.0"	"22.66"	"243.3"	"80.0"	"10.95"	"8.0"	"7.0"	"2.16"	"2.0"	"False"
"UT"	"91"	"510.0"	"No"	"No"	"0.0"	"123.8"	"107.0"	"21.05"	"319.0"	"125.0"	"27.12"	"237.6"	"680.4"	"78.0"	"310.0"	"10.69"	"7.3"	"4.0"	"1.97"	"2.0"	"False"	"UT"	"103.0"	"510.0"	"No"	"Yes"	"36.0"	"87.2"	"92.0"	"14.82"	"169.3"	"110.0"	"14.39"	"166.7"	"80.0"	"7.5"	"10.9"	"5.0"	"2.94"	"6.0"	"True"
"OK"	"155"	"408.0"	"No"	"Yes"	"30.0"	"61.6"	"103.0"	"10.47"	"255.1"	"110.0"	"21.68"	"225.9"	"542.6"	"96.0"	"309.0"	"10.17"	"12.4"	"5.0"	"3.35"	"1.0"	"False"	"OK"	"101.0"	"408.0"	"No"	"No"	"0.0"	"89.7"	"118.0"	"15.25"	"260.1"	"79.0"	"22.11"	"170.1"	"93.0"	"7.65"	"13.5"	"11.0"	"3.65"	"5.0"	"True"
"AK"	"100"	"415.0"	"No"	"Yes"	"29.0"	"213.6"	"127.0"	"36.31"	"175.9"	"82.0"	"14.95"	"207.2"	"596.7"	"100.0"	"309.0"	"9.32"	"8.9"	"3.0"	"2.4"	"1.0"	"False"	"AK"	"132.0"	"415.0"	"No"	"Yes"	"39.0"	"175.7"	"93.0"	"29.87"	"187.2"	"94.0"	"15.91"	"225.5"	"118.0"	"10.15"	"8.6"	"3.0"	"2.32"	"2.0"	"False"
"MA"	"78"	"415.0"	"No"	"No"	"0.0"	"130.8"	"64.0"	"22.24"	"223.7"	"116.0"	"19.01"	"227.8"	"582.3"	"108.0"	"288.0"	"10.25"	"10.0"	"5.0"	"2.7"	"1.0"	"False"	"MA"	"34.0"	"415.0"	"No"	"No"	"0.0"	"293.7"	"89.0"	"49.93"	"272.5"	"71.0"	"23.16"	"178.2"	"76.0"	"8.02"	"11.0"	"10.0"	"2.97"	"2.0"	"True"
"AR"	"98"	"415.0"	"No"	"No"	"0.0"	"227.1"	"116.0"	"38.61"	"120.5"	"103.0"	"10.24"	"117.0"	"464.6"	"102.0"	"321.0"	"5.27"	"4.7"	"4.0"	"1.27"	"5.0"	"True"	"AR"	"77.0"	"415.0"	"No"	"Yes"	"23.0"	"209.7"	"73.0"	"35.65"	"183.6"	"63.0"	"15.61"	"205.5"	"111.0"	"9.25"	"7.1"	"3.0"	"1.92"	"2.0"	"False"
"WY"	"124"	"415.0"	"No"	"No"	"0.0"	"178.3"	"102.0"	"30.31"	"235.0"	"120.0"	"19.98"	"239.7"	"653.0"	"119.0"	"341.0"	"10.79"	"10.9"	"1.0"	"2.94"	"3.0"	"False"	"WY"	"16.0"	"415.0"	"No"	"No"	"0.0"	"174.7"	"83.0"	"29.7"	"280.8"	"122.0"	"23.87"	"171.7"	"80.0"	"7.73"	"10.5"	"8.0"	"2.84"	"5.0"	"False"
"AL"	"8"	"415.0"	"No"	"Yes"	"36.0"	"242.9"	"67.0"	"41.29"	"170.9"	"59.0"	"14.53"	"177.3"	"591.1"	"130.0"	"256.0"	"7.98"	"4.8"	"12.0"	"1.3"	"1.0"	"False"	"AL"	"76.0"	"415.0"	"No"	"No"	"0.0"	"179.2"	"85.0"	"30.46"	"222.9"	"66.0"	"18.95"	"188.2"	"113.0"	"8.47"	"12.4"	"2.0"	"3.35"	"0.0"	"False"
"AR"	"95"	"415.0"	"No"	"No"	"0.0"	"69.4"	"79.0"	"11.8"	"190.8"	"109.0"	"16.22"	"219.9"	"480.1"	"102.0"	"290.0"	"9.9"	"8.9"	"5.0"	"2.4"	"0.0"	"False"	"AR"	"77.0"	"415.0"	"No"	"Yes"	"23.0"	"209.7"	"73.0"	"35.65"	"183.6"	"63.0"	"15.61"	"205.5"	"111.0"	"9.25"	"7.1"	"3.0"	"1.92"	"2.0"	"False"
